ts,record_id,user_authority,user,market_index,funding_payment,base_asset_amount,user_last_cumulative_funding,user_last_funding_rate_ts,amm_cumulative_funding_long,amm_cumulative_funding_short
2022-03-31 20:01:03-04:00,410876,7ZVPidz43dLjX2GZp3Yqu1jbmDqA5qtSiWkY8f6VXfLP,8aWL3kVkJNcKuE9gkcrGf8Ewr7gv9ZKJdueBBjvfWkKH,2,246008447039,-7001942126947,40499193763852245,1648767665,51059441386709326,40502707195448495
2022-03-31 20:01:03-04:00,410877,HCJZPsDEUUT3BBf5rGmr2jcroiyr5L2AudRJBLRgSiAd,EhiHZ2tqZFgxEVSfakAeM2iqYLiJhxHp9YgPz7E1gwLg,5,345141878521,582378974298356,3315426943639779,1648767717,3315367679501863,1685818327048065
2022-03-31 20:01:03-04:00,410878,HCJZPsDEUUT3BBf5rGmr2jcroiyr5L2AudRJBLRgSiAd,EhiHZ2tqZFgxEVSfakAeM2iqYLiJhxHp9YgPz7E1gwLg,7,-1277246196033,1255513482599840,276044246218423,0,276145977200506,273695832636031
2022-03-31 20:01:03-04:00,410879,HCJZPsDEUUT3BBf5rGmr2jcroiyr5L2AudRJBLRgSiAd,EhiHZ2tqZFgxEVSfakAeM2iqYLiJhxHp9YgPz7E1gwLg,8,-1007210902,43210843031099,172012768360237,0,172015099281903,91567983681308
2022-03-31 20:01:03-04:00,410880,HCJZPsDEUUT3BBf5rGmr2jcroiyr5L2AudRJBLRgSiAd,EhiHZ2tqZFgxEVSfakAeM2iqYLiJhxHp9YgPz7E1gwLg,9,-159839235575,102636220841926581,1550850487394,1648767618,1551006221144,1551006221144
2022-03-31 20:01:06-04:00,410881,FKoZwJ77pC3nitFFAksgHFu74WQsERn4hEtGKbDLoNtg,7qeW6rYM6Q3jdRc5FV5rHYwNVUtvZVZri9S3FdqUAdhy,4,86209713107,251092656023912,262270811595746,0,262236477770746,95629047108989
2022-03-31 20:01:06-04:00,410882,4sibudYDv3AkqFTXJZr675d9YDUr97JWuyF2QzKqea2Y,FYg8h1LKJwxtAuLqzRVTgNrbJrDjzgYAhkkgKKkWGiWm,0,150933850844,-451185344599665,499406052375777,0,1570869215009919,499439505113693
2022-03-31 20:01:06-04:00,410883,4sibudYDv3AkqFTXJZr675d9YDUr97JWuyF2QzKqea2Y,FYg8h1LKJwxtAuLqzRVTgNrbJrDjzgYAhkkgKKkWGiWm,1,-730729730916,1161152609124,1038796917794344300,0,1038859849206216800,487202888025287023
2022-03-31 20:01:06-04:00,410884,4sibudYDv3AkqFTXJZr675d9YDUr97JWuyF2QzKqea2Y,FYg8h1LKJwxtAuLqzRVTgNrbJrDjzgYAhkkgKKkWGiWm,3,202859450824,590462369143869,-379759200693160,0,-379793556726910,-438790775518488
2022-03-31 20:01:06-04:00,410885,4sibudYDv3AkqFTXJZr675d9YDUr97JWuyF2QzKqea2Y,FYg8h1LKJwxtAuLqzRVTgNrbJrDjzgYAhkkgKKkWGiWm,4,214746499962,625466285689226,262270811595746,0,262236477770746,95629047108989
2022-03-31 20:01:06-04:00,410886,HRzDJVgzQH4oxmwfXw163NmQkZBFbFVK4w8HZVr9gUi5,6zMmKu29zPxzPeZLXBMV8CTdvkeqW1PECyHmPBsYH1QF,1,-291624816708,463401039371,1038796917794344300,0,1038859849206216800,487202888025287023
2022-03-31 20:01:07-04:00,410887,5TQtXo8WYPa3m23ncC7hXQxE35c7Jt4ZXnVp1fr2Aw7A,4vzSd92WJv8GvLuZYPzpE7GH49ynkYcxMdGa2PKeujtR,4,247721995832,721510043905761,262270811595746,0,262236477770746,95629047108989
2022-03-31 20:01:07-04:00,410888,5TQtXo8WYPa3m23ncC7hXQxE35c7Jt4ZXnVp1fr2Aw7A,4vzSd92WJv8GvLuZYPzpE7GH49ynkYcxMdGa2PKeujtR,11,-381853293390,907174018380641,95065730412440,1648767717,95107823030356,95107823030356
2022-03-31 20:01:07-04:00,410889,5TQtXo8WYPa3m23ncC7hXQxE35c7Jt4ZXnVp1fr2Aw7A,4vzSd92WJv8GvLuZYPzpE7GH49ynkYcxMdGa2PKeujtR,10,-149858524725,40715233647801793,2674724400255,0,2675092465255,2675092465255
2022-03-31 20:01:10-04:00,410890,FeT3qAYJ5LUsyPKUeQfK8hhUKGkQHUPyEwZHNaHxcJ23,DxNV1yS69ZB3kG97diCLc4zLnm5RfBWHhFNvSiFaZrYk,4,176455022422,513939307438162,262270811595746,0,262236477770746,95629047108989
2022-03-31 20:01:10-04:00,410891,MtdQ7zkmkDBJthtRRQJq5jFQgbseUpJYa91PpXqEpTK,BV2p4D5zehFD4WB8cjRJSPeefXR1LtrmBzJwvtp1V1ok,1,11105509570467,-17647005271338,487139956613414523,1648767697,1038859849206216800,487202888025287023
2022-03-31 20:01:11-04:00,410892,917KfR3c62e33U3yUWNtqi3AvuqTbcsSk61S78zEjunz,BKLc6i7xgxJjxtyR5BtDn1mzZbX165msR7LmduxCdgK2,0,351423931283,-1050508727166776,499406052375777,1648767617,1570869215009919,499439505113693
2022-03-31 20:01:11-04:00,410893,917KfR3c62e33U3yUWNtqi3AvuqTbcsSk61S78zEjunz,BKLc6i7xgxJjxtyR5BtDn1mzZbX165msR7LmduxCdgK2,11,2998801111456,-7124292239177767,95065730412440,1648767717,95107823030356,95107823030356
2022-03-31 20:01:11-04:00,410894,917KfR3c62e33U3yUWNtqi3AvuqTbcsSk61S78zEjunz,BKLc6i7xgxJjxtyR5BtDn1mzZbX165msR7LmduxCdgK2,9,191610860747,-123037466668236539,1550850487394,1648767618,1551006221144,1551006221144
2022-03-31 20:01:11-04:00,410895,917KfR3c62e33U3yUWNtqi3AvuqTbcsSk61S78zEjunz,BKLc6i7xgxJjxtyR5BtDn1mzZbX165msR7LmduxCdgK2,3,1235912505751,3597366665620250,-379759200693160,1648767600,-379793556726910,-438790775518488
2022-03-31 20:01:11-04:00,410896,917KfR3c62e33U3yUWNtqi3AvuqTbcsSk61S78zEjunz,BKLc6i7xgxJjxtyR5BtDn1mzZbX165msR7LmduxCdgK2,7,9155700373286,-8999913483403207,273594101653948,1648767697,276145977200506,273695832636031
2022-03-31 20:01:13-04:00,410897,DvkTsBqbTRnJCnyw6Jst9tqMHpZnivXwoFcqDr7bXE3H,5Fj2DsRJYDLMKXPxKS1MxwBSxE92XqefZjEUJ1iuBxpu,4,213390749141,621517553438446,262270811595746,0,262236477770746,95629047108989
2022-03-31 20:01:15-04:00,410898,DrifTBDEyRjE8LTpSnyPEwb6NwvRUUXBr5KvcuBtqzzr,2QHE6HizrcupQbpgB7Da98igTD3VUQirvrW3qFo81E1n,11,41712,-99096644,95065730412440,0,95107823030356,95107823030356
2022-03-31 20:01:15-04:00,410899,DrifTBDEyRjE8LTpSnyPEwb6NwvRUUXBr5KvcuBtqzzr,2QHE6HizrcupQbpgB7Da98igTD3VUQirvrW3qFo81E1n,10,-150,40994846,2674724400255,1648767626,2675092465255,2675092465255
2022-03-31 20:01:16-04:00,410900,9pEArHtaXLJT3Byxom7eHPqN33JQReQW7nc9sBM2WM2X,C42NkGyduwu7Rc7m5t53SQ72AkeD7NJMSemZBoc4QAYf,3,-2077150166650,-1000000000000000,-438583060501823,1648753206,-379793556726910,-438790775518488
2022-03-31 20:01:16-04:00,410901,9pEArHtaXLJT3Byxom7eHPqN33JQReQW7nc9sBM2WM2X,C42NkGyduwu7Rc7m5t53SQ72AkeD7NJMSemZBoc4QAYf,0,-1074757104155,500000000000000,1570654263589088,1648753206,1570869215009919,499439505113693
2022-03-31 20:01:16-04:00,410902,75rU1QfsW4hda3MfhqGSEZDeZ1WiCQqKaUErZ5FJNr9U,6KvUXVKgtd3fBLf2chkqshPmLkw8eUf7tP55uP3ZG9t8,2,-332326755227,9458751255665,51055927955113076,0,51059441386709326,40502707195448495
2022-03-31 20:01:16-04:00,410903,75rU1QfsW4hda3MfhqGSEZDeZ1WiCQqKaUErZ5FJNr9U,6KvUXVKgtd3fBLf2chkqshPmLkw8eUf7tP55uP3ZG9t8,5,35697905054,60235255771226,3315426943639779,0,3315367679501863,1685818327048065
2022-03-31 20:01:16-04:00,410904,75rU1QfsW4hda3MfhqGSEZDeZ1WiCQqKaUErZ5FJNr9U,6KvUXVKgtd3fBLf2chkqshPmLkw8eUf7tP55uP3ZG9t8,12,71785276950,260978777046955,49308001285050,0,49280495110884,34892075701449
2022-03-31 20:01:16-04:00,410905,75rU1QfsW4hda3MfhqGSEZDeZ1WiCQqKaUErZ5FJNr9U,6KvUXVKgtd3fBLf2chkqshPmLkw8eUf7tP55uP3ZG9t8,11,-276914431080,657869348096585,95065730412440,0,95107823030356,95107823030356
2022-03-31 20:01:16-04:00,410906,75rU1QfsW4hda3MfhqGSEZDeZ1WiCQqKaUErZ5FJNr9U,6KvUXVKgtd3fBLf2chkqshPmLkw8eUf7tP55uP3ZG9t8,7,1180205800599,-1160124257560279,273594101653948,0,276145977200506,273695832636031
2022-03-31 20:01:23-04:00,410907,2LtdXY347HxPdwGivppJVyd3QXgnkpNGjmbKwRZ22VHj,2oMMnFauxTKsq9ZDQfUnTENYDL2Zz9NaV2at4vdeMJfc,3,34269519046989,99748181924491861,-379759200693160,1648767600,-379793556726910,-438790775518488
2022-03-31 20:01:23-04:00,410908,2LtdXY347HxPdwGivppJVyd3QXgnkpNGjmbKwRZ22VHj,2oMMnFauxTKsq9ZDQfUnTENYDL2Zz9NaV2at4vdeMJfc,4,6927158130992,20175899804325404,262270811595746,1648767604,262236477770746,95629047108989
2022-03-31 20:01:23-04:00,410909,2LtdXY347HxPdwGivppJVyd3QXgnkpNGjmbKwRZ22VHj,2oMMnFauxTKsq9ZDQfUnTENYDL2Zz9NaV2at4vdeMJfc,9,-2028772869298,1302718819330035389,1550850487394,1648767618,1551006221144,1551006221144
2022-03-31 20:01:23-04:00,410910,2LtdXY347HxPdwGivppJVyd3QXgnkpNGjmbKwRZ22VHj,2oMMnFauxTKsq9ZDQfUnTENYDL2Zz9NaV2at4vdeMJfc,5,-432759137680,-730220927693929,1685877591185981,1648767717,3315367679501863,1685818327048065
2022-03-31 20:01:23-04:00,410911,2LtdXY347HxPdwGivppJVyd3QXgnkpNGjmbKwRZ22VHj,2oMMnFauxTKsq9ZDQfUnTENYDL2Zz9NaV2at4vdeMJfc,1,17475423635707,-27768999797928,487139956613414523,1648767697,1038859849206216800,487202888025287023
2022-03-31 20:01:32-04:00,410912,HnsKX2c4zufHVYc7Uqfw44pw4HbGx7NgZ9iDvr9VdBNM,AqaNGBYDv5Sx3NjrkQpvBpiGooaCDT7ebkmxhZJMW1hV,0,17897214785,-53500000000000,499406052375777,1648767617,1570869215009919,499439505113693
2022-03-31 20:01:32-04:00,410913,HnsKX2c4zufHVYc7Uqfw44pw4HbGx7NgZ9iDvr9VdBNM,AqaNGBYDv5Sx3NjrkQpvBpiGooaCDT7ebkmxhZJMW1hV,3,23396458983,68100000000000,-379759200693160,1648767600,-379793556726910,-438790775518488
2022-03-31 20:01:34-04:00,410914,2k7SwgVwjdfCmTpSmzSAe91nmJko6e9jjdLvQKN222r8,TSDWTGJkUBdYAaGLhGcRtEcB6vhP4xwDPxFWzn2t6jZ,11,416405713194,-989260668047672,95065730412440,0,95107823030356,95107823030356
2022-03-31 20:01:34-04:00,410915,9te4vYGNMkMu1ZCMKvfijbcXTDjQFP5gGtvkWKCTM7gn,3YNHNZ5VXntLV7YFPph4M4TJedkLBpkY2KsF5W73LZBj,4,8137958399,23702452025527,262270811595746,0,262236477770746,95629047108989
2022-03-31 20:01:34-04:00,410916,9te4vYGNMkMu1ZCMKvfijbcXTDjQFP5gGtvkWKCTM7gn,3YNHNZ5VXntLV7YFPph4M4TJedkLBpkY2KsF5W73LZBj,0,42921810,-128305821286,499406052375777,1648767617,1570869215009919,499439505113693
2022-03-31 20:01:34-04:00,410917,9te4vYGNMkMu1ZCMKvfijbcXTDjQFP5gGtvkWKCTM7gn,3YNHNZ5VXntLV7YFPph4M4TJedkLBpkY2KsF5W73LZBj,3,5266544634152,15329314997406775,-379759200693160,1648767600,-379793556726910,-438790775518488
2022-03-31 20:01:37-04:00,410918,DRiFTzrYkMP64BQvniNjSUViqMZra6nQDYMsnuCHUQb7,6VxSBmY3WPrP18Zra317VyK8xfk9kfu6pg6NkUKESicy,1,-1661973327819,2640928080856,1038796917794344300,1648767697,1038859849206216800,487202888025287023
2022-03-31 20:01:39-04:00,410919,8K1GzGeaAuFdjuVZi6DqBcYiA1zSRioMkRvjotr8p7fz,5mqocPwTdjwAPiJf7vx9bo7AzvfQBT2t5bV9u2Jzb2e1,0,-312693299032,295277848446410,1570763317022421,1648760533,1570869215009919,499439505113693
2022-03-31 20:01:40-04:00,410920,D2Suy1ThFuJTHCvb46yDyBMP2cBEYhbBRmUWkr9qLto1,FimQacEtDrLbyyJgfdTJDMDjz7m3hxySf5GeQCjPUoX8,15,5804351188089,-1940189316687442396,1331720830,1648768143,1630884996,1630884996
2022-03-31 20:01:40-04:00,410921,3XJxKR4p94kWbYBNCQ3bUDR8T7hDGW2GqiQGe6toSTE4,6f2rqJgjLA6sxiy2wqmMuJgqNnXS4JFWggPBkHYovFzm,3,228227132201,664300000000000,-379759200693160,1648767600,-379793556726910,-438790775518488
2022-03-31 20:01:40-04:00,410922,3XJxKR4p94kWbYBNCQ3bUDR8T7hDGW2GqiQGe6toSTE4,6f2rqJgjLA6sxiy2wqmMuJgqNnXS4JFWggPBkHYovFzm,0,118188523057,-353300000000000,499406052375777,1648767617,1570869215009919,499439505113693
2022-03-31 20:01:40-04:00,410923,3XJxKR4p94kWbYBNCQ3bUDR8T7hDGW2GqiQGe6toSTE4,6f2rqJgjLA6sxiy2wqmMuJgqNnXS4JFWggPBkHYovFzm,4,138639985350,403800000000000,262270811595746,1648767604,262236477770746,95629047108989
2022-03-31 20:01:46-04:00,410924,BsFgtqoBYr3khsKzzrnBnbzNEKdSWU1H75GfECcMEsQY,2ss5b7W1FJw8kHiLSHQ9vBEHKavFm2a1ks3gDiopDcAA,0,30601308760,-91476245793160,499406052375777,1648767617,1570869215009919,499439505113693
2022-03-31 20:01:46-04:00,410925,BsFgtqoBYr3khsKzzrnBnbzNEKdSWU1H75GfECcMEsQY,2ss5b7W1FJw8kHiLSHQ9vBEHKavFm2a1ks3gDiopDcAA,3,4464869561485,12995881870344898,-379759200693160,1648767600,-379793556726910,-438790775518488
2022-03-31 20:01:46-04:00,410926,BsFgtqoBYr3khsKzzrnBnbzNEKdSWU1H75GfECcMEsQY,2ss5b7W1FJw8kHiLSHQ9vBEHKavFm2a1ks3gDiopDcAA,4,8100225459,23592551834480,262270811595746,0,262236477770746,95629047108989
2022-03-31 20:01:49-04:00,410927,G3LQFkbGK8etLrtHJRSZ8fUYWrtB31SQxpaJWAhuuKWM,4bGtp9CacFCS2UuCdGM724wBaK6EhgdpXWZi4vZE3Xwy,15,1743668044476,-582846558058949404,1331720830,1648768143,1630884996,1630884996
2022-03-31 20:01:50-04:00,410928,FgxTXM14VNSQAP42SUsikZedphCcvvjZXNKgneXtDnXW,9J7RrTQY7jjtdbF8xfraYtbjJvRk8D2x3ADVu3NyBWWd,15,-9404053769,3143442577028136,1331720830,0,1630884996,1630884996
2022-03-31 20:01:51-04:00,410929,5vTDDBPqoopBZTe7JURTRSyZvtDkKG33Bkn9raMD5QUb,CSEQ8WK6a2YkphL5oGskkbrnkXhUJj8o7dKRMe1rqPjc,6,5805874799990,-119996337630945936,11865727097012,1648767617,14085771718440,11870565473678
2022-03-31 20:01:51-04:00,410930,5vTDDBPqoopBZTe7JURTRSyZvtDkKG33Bkn9raMD5QUb,CSEQ8WK6a2YkphL5oGskkbrnkXhUJj8o7dKRMe1rqPjc,3,1888948636984,5498156890665507,-379759200693160,1648767600,-379793556726910,-438790775518488
2022-03-31 20:01:51-04:00,410931,5vTDDBPqoopBZTe7JURTRSyZvtDkKG33Bkn9raMD5QUb,CSEQ8WK6a2YkphL5oGskkbrnkXhUJj8o7dKRMe1rqPjc,2,105393691848,-2999736552747,40499193763852245,0,51059441386709326,40502707195448495
2022-03-31 20:01:51-04:00,410932,5vTDDBPqoopBZTe7JURTRSyZvtDkKG33Bkn9raMD5QUb,CSEQ8WK6a2YkphL5oGskkbrnkXhUJj8o7dKRMe1rqPjc,1,314734280799,-500122707301,487139956613414523,0,1038859849206216800,487202888025287023
2022-03-31 20:01:51-04:00,410933,5vTDDBPqoopBZTe7JURTRSyZvtDkKG33Bkn9raMD5QUb,CSEQ8WK6a2YkphL5oGskkbrnkXhUJj8o7dKRMe1rqPjc,4,240207664442,699623955217224,262270811595746,0,262236477770746,95629047108989
2022-03-31 20:01:56-04:00,410934,5dtFrwPc7hDmxh6p94n8FAX1L4BdJgt2TcnPByuB7hdt,3BmtLmb7AEMaTBDKNttj6cXB3p8Nkhw3hKZeBcgQB7cS,11,570326825959,-1354933131262495,95065730412440,1648767717,95107823030356,95107823030356
2022-03-31 20:02:25-04:00,410935,5KGwoXu1o4hv3bgrgXxCmGxgHL9yeM9wZYMmaB22Skha,ABnfzv9e9X8K8X9b87nJr4CrAswdbg6QzTv3y2DDp8cp,9,129659557809,-83257198782854241,1550850487394,1648767618,1551006221144,1551006221144
2022-03-31 20:02:25-04:00,410936,5KGwoXu1o4hv3bgrgXxCmGxgHL9yeM9wZYMmaB22Skha,ABnfzv9e9X8K8X9b87nJr4CrAswdbg6QzTv3y2DDp8cp,10,293749327616,-79809090137885862,2674724400255,1648767626,2675092465255,2675092465255
2022-03-31 20:02:25-04:00,410937,5KGwoXu1o4hv3bgrgXxCmGxgHL9yeM9wZYMmaB22Skha,ABnfzv9e9X8K8X9b87nJr4CrAswdbg6QzTv3y2DDp8cp,4,346556496632,1009373399648961,262270811595746,1648767604,262236477770746,95629047108989
2022-03-31 20:02:25-04:00,410938,5KGwoXu1o4hv3bgrgXxCmGxgHL9yeM9wZYMmaB22Skha,ABnfzv9e9X8K8X9b87nJr4CrAswdbg6QzTv3y2DDp8cp,1,1325726150290,-2106620701561,487139956613414523,1648767697,1038859849206216800,487202888025287023
2022-03-31 20:02:25-04:00,410939,5KGwoXu1o4hv3bgrgXxCmGxgHL9yeM9wZYMmaB22Skha,ABnfzv9e9X8K8X9b87nJr4CrAswdbg6QzTv3y2DDp8cp,2,1029663119027,-29306479742681,40499193763852245,1648767665,51059441386709326,40502707195448495
2022-03-31 20:02:31-04:00,410940,3sJpudtTsrXdQPKyoKtZLAiX8nskkGrc13ux7EzYHet5,2yKV1dHGgMMUp1icqTpUtXbkFfLihyxJwEopLi5XdPjQ,4,663923911615,210065010229820,262552534171995,1648738806,262236477770746,95629047108989
2022-03-31 20:02:34-04:00,410941,Gn4D5wjymEfsjsma4EJEgikmE1YG1rNVXFvGn82oAkoQ,3gQcaTjJhcCyv9RaHZrWJHmoiDPzf1gsWf34Wy76FtHh,4,111344594475,324300000000000,262270811595746,1648767604,262236477770746,95629047108989
2022-03-31 20:02:34-04:00,410942,Gn4D5wjymEfsjsma4EJEgikmE1YG1rNVXFvGn82oAkoQ,3gQcaTjJhcCyv9RaHZrWJHmoiDPzf1gsWf34Wy76FtHh,3,95578485892,278200000000000,-379759200693160,1648767600,-379793556726910,-438790775518488
2022-03-31 20:02:34-04:00,410943,Gn4D5wjymEfsjsma4EJEgikmE1YG1rNVXFvGn82oAkoQ,3gQcaTjJhcCyv9RaHZrWJHmoiDPzf1gsWf34Wy76FtHh,0,81892302418,-244800000000000,499406052375777,1648767617,1570869215009919,499439505113693
2022-03-31 20:02:34-04:00,410944,GSoK6vvj9bKN5dsdtsTa77Hd1j6hvzgwXgFniwJACqJQ,BhCTmT9KGWwnZLgtpxkDABLm4vdnNqpMiuU8SBHxHXKY,0,194460765505,-581300000000000,499406052375777,1648767617,1570869215009919,499439505113693
2022-03-31 20:02:34-04:00,410945,GSoK6vvj9bKN5dsdtsTa77Hd1j6hvzgwXgFniwJACqJQ,BhCTmT9KGWwnZLgtpxkDABLm4vdnNqpMiuU8SBHxHXKY,3,112412942430,327200000000000,-379759200693160,1648767600,-379793556726910,-438790775518488
2022-03-31 20:02:34-04:00,410946,GSoK6vvj9bKN5dsdtsTa77Hd1j6hvzgwXgFniwJACqJQ,BhCTmT9KGWwnZLgtpxkDABLm4vdnNqpMiuU8SBHxHXKY,4,11124159300,32400000000000,262270811595746,1648767604,262236477770746,95629047108989
2022-03-31 20:02:43-04:00,410947,E1zvHKCESYp2DXuSKVLPxLU3sMjvex9i2Vni9zgPxx7B,84tSf53QdovJcFY9q6jbV7Vod85PdrmJBhbsyVqizQcp,0,51048878059,-152600000000000,499406052375777,1648767617,1570869215009919,499439505113693
2022-03-31 20:02:53-04:00,410948,5bbzM1bndqbjR1RDsBEdzB9yAPFayh6m1ErUsWHvuej4,2ovzYZtADmKqd9FjzhggErCiCvszPqpYws9jSh6o3e7Q,13,-2408792642152,-279990291596691603,-72626990405,1648767705,-73487303321,-73487303321
2022-03-31 20:02:53-04:00,410949,5bbzM1bndqbjR1RDsBEdzB9yAPFayh6m1ErUsWHvuej4,2ovzYZtADmKqd9FjzhggErCiCvszPqpYws9jSh6o3e7Q,8,69915490917,-2999478358163908,91565652759642,1648767717,172015099281903,91567983681308
2022-03-31 20:02:53-04:00,410950,5bbzM1bndqbjR1RDsBEdzB9yAPFayh6m1ErUsWHvuej4,2ovzYZtADmKqd9FjzhggErCiCvszPqpYws9jSh6o3e7Q,1,1258715586013,-2000138799624,487139956613414523,0,1038859849206216800,487202888025287023
2022-03-31 20:02:56-04:00,410951,EixYycpq2qVBMY4zNAj8bWU5KFvH9mCN4ETnEd7PgqmR,9SLJ4kHG7oGfxGG929V57TXSKbQGtkqBJHh3Qag9asay,9,61102033,-39234933785935,1550850487394,1648767618,1551006221144,1551006221144
2022-03-31 20:02:56-04:00,410952,EixYycpq2qVBMY4zNAj8bWU5KFvH9mCN4ETnEd7PgqmR,9SLJ4kHG7oGfxGG929V57TXSKbQGtkqBJHh3Qag9asay,12,-961878143,-3496953584658,34919581875615,1648767612,49280495110884,34892075701449
2022-03-31 20:02:56-04:00,410953,EixYycpq2qVBMY4zNAj8bWU5KFvH9mCN4ETnEd7PgqmR,9SLJ4kHG7oGfxGG929V57TXSKbQGtkqBJHh3Qag9asay,10,516110572950,-140222670710552375,2674724400255,1648767626,2675092465255,2675092465255
2022-03-31 20:02:56-04:00,410954,EixYycpq2qVBMY4zNAj8bWU5KFvH9mCN4ETnEd7PgqmR,9SLJ4kHG7oGfxGG929V57TXSKbQGtkqBJHh3Qag9asay,3,-543149244,-1580942807555,-438756419484738,1648767600,-379793556726910,-438790775518488
2022-03-31 20:02:56-04:00,410955,EixYycpq2qVBMY4zNAj8bWU5KFvH9mCN4ETnEd7PgqmR,9SLJ4kHG7oGfxGG929V57TXSKbQGtkqBJHh3Qag9asay,8,52728367,-2262125264823,91565652759642,1648767717,172015099281903,91567983681308
2022-03-31 20:03:01-04:00,410956,AQqCtmRSWeSd1mYeFTuqi8iRgn4Me5tajVKTrfo12YaF,HaHu51s71roNiWN8A66psTou4Co9eLoPySoc427Rf79V,1,-497313131481,790246264440,1038796917794344300,0,1038859849206216800,487202888025287023
2022-03-31 20:03:04-04:00,410957,eAXzwwppBRTsEa7YWMBRhgrDHZ1NgBY6HTGYnn8L5NH,77zyuGe7LXmWxJANxsxwxfidJKaAxfQTmVXogwDcUFav,8,207003452688,-8880755441432401,91565652759642,0,172015099281903,91567983681308
2022-03-31 20:03:12-04:00,410958,CZWTVFKR7SCT85rmt5aNu1nX1AH19vd3SxTjkWJwxfe9,6tGVdibMbNDKFWdZeMdaGV1gfdUHhgjffdbYxwS2fgzn,11,1678872478,-3988519987695,95065730412440,1648767717,95107823030356,95107823030356
2022-03-31 20:03:37-04:00,410959,51sWUoJVikAwJQW1aR3X5uQowdWaJnxyzBSxrBgZCyVa,HV8hjzV4tjfN4ejFpzwJAPbgbYdqcuf1tamhkKhauHUT,11,-1945917099915,4622941494870024,95065730412440,1648767717,95107823030356,95107823030356
2022-03-31 20:03:37-04:00,410960,51sWUoJVikAwJQW1aR3X5uQowdWaJnxyzBSxrBgZCyVa,HV8hjzV4tjfN4ejFpzwJAPbgbYdqcuf1tamhkKhauHUT,0,6232947581103,-18632099999569714,499406052375777,1648767617,1570869215009919,499439505113693
2022-03-31 20:03:37-04:00,410961,51sWUoJVikAwJQW1aR3X5uQowdWaJnxyzBSxrBgZCyVa,HV8hjzV4tjfN4ejFpzwJAPbgbYdqcuf1tamhkKhauHUT,2,-2096752753515,59678200530590,51055927955113076,1648767665,51059441386709326,40502707195448495
2022-03-31 20:04:10-04:00,410962,HSH3LftAhgNEQmpNRuE1ghnbqVHsxt8edvid1zdLxH5C,8tybPKPVAEkRbUcytVhpxgQmPxu6ruUsfACGNyj2w2MP,0,248978957814,-744270793141493,499406052375777,0,1570869215009919,499439505113693
2022-03-31 20:04:10-04:00,410963,HSH3LftAhgNEQmpNRuE1ghnbqVHsxt8edvid1zdLxH5C,8tybPKPVAEkRbUcytVhpxgQmPxu6ruUsfACGNyj2w2MP,3,297170449313,864973097523539,-379759200693160,1648767600,-379793556726910,-438790775518488
2022-03-31 20:04:10-04:00,410964,HSH3LftAhgNEQmpNRuE1ghnbqVHsxt8edvid1zdLxH5C,8tybPKPVAEkRbUcytVhpxgQmPxu6ruUsfACGNyj2w2MP,8,95714615358,-4106299098532294,91565652759642,1648767717,172015099281903,91567983681308
2022-03-31 20:04:10-04:00,410965,HSH3LftAhgNEQmpNRuE1ghnbqVHsxt8edvid1zdLxH5C,8tybPKPVAEkRbUcytVhpxgQmPxu6ruUsfACGNyj2w2MP,7,3059449398588,-3007391982210863,273594101653948,1648767697,276145977200506,273695832636031
2022-03-31 20:04:10-04:00,410966,HSH3LftAhgNEQmpNRuE1ghnbqVHsxt8edvid1zdLxH5C,8tybPKPVAEkRbUcytVhpxgQmPxu6ruUsfACGNyj2w2MP,6,2634924057317,-54458845170816539,11865727097012,1648767617,14085771718440,11870565473678
2022-03-31 20:05:08-04:00,410967,EepiqRr24hEEGbeJJitUMTtAxA3kmAwFGMBUiVjxkk9V,D1T7Nt5gqN1g6HwtJtHbr1kVyLXqLhCSQdiS3zPBQkFP,0,32348797564,-96700000000000,499406052375777,1648767617,1570869215009919,499439505113693
2022-03-31 20:05:08-04:00,410968,EepiqRr24hEEGbeJJitUMTtAxA3kmAwFGMBUiVjxkk9V,D1T7Nt5gqN1g6HwtJtHbr1kVyLXqLhCSQdiS3zPBQkFP,3,3263823206,9500000000000,-379759200693160,1648767600,-379793556726910,-438790775518488
2022-03-31 20:05:12-04:00,410969,C9iAtD6pHgvJN4Zzdz8vGdac2cWoYgve4tNHUB2AYbrT,51nJasyRr6GwVhmNoUQBgBm74p44oUPBTqZCeynMHTxW,4,5221932,15209294305,262270811595746,1648767604,262236477770746,95629047108989
2022-03-31 20:05:12-04:00,410970,C9iAtD6pHgvJN4Zzdz8vGdac2cWoYgve4tNHUB2AYbrT,51nJasyRr6GwVhmNoUQBgBm74p44oUPBTqZCeynMHTxW,7,31945961,-31402391324,273594101653948,1648767697,276145977200506,273695832636031
2022-03-31 20:05:12-04:00,410971,C9iAtD6pHgvJN4Zzdz8vGdac2cWoYgve4tNHUB2AYbrT,51nJasyRr6GwVhmNoUQBgBm74p44oUPBTqZCeynMHTxW,0,4409115813,-13180134386123,499406052375777,1648767617,1570869215009919,499439505113693
2022-03-31 20:05:12-04:00,410972,C9iAtD6pHgvJN4Zzdz8vGdac2cWoYgve4tNHUB2AYbrT,51nJasyRr6GwVhmNoUQBgBm74p44oUPBTqZCeynMHTxW,3,11346275640748,33025569026133781,-379759200693160,1648767600,-379793556726910,-438790775518488
