,user_position_pubkey,user_authority,position_index,market_index,quote_asset_amount,base_asset_amount,last_cumulative_funding_rate,entry_price
1877,97YxusTz2MCSJjSkBdkpaV4XaWjnkFUcjvt35YeFvh5f,9L1nZeueZ54bUoaDHKjryLi5SSQcpnE2WUN3CsW6mzPd,2.0,2.0,18.81,0.0062072719952,418.35428506859154,3030.316701853168
1878,BLXaJPLy1mtFU66Nw41PkRNVuYkp7uVbBnWS25H2XnKt,BsqvGAXtex5Bj2H4fJdA16bLGtXK64fGnLiydJyZErre,,,,,,
1879,GbYuDkvQhTXtxS6e2J53875GiPfXYjTiAfsumBwJN9dp,Bd7thP68agv7xpz39yTpm39QYxgdZKBqnJAD4zbyCQoJ,,,,,,
1880,GNhPUGPMrRmnNjz1XFtU4jDd1uZhABm8RN46ePwCSuTh,6MSiyZwRhxuoWJvYQVhx5MifCwghgiDhHsci3j49HkQ8,,,,,,
1881,E2QMdDkRiJZibagTQhNVLa8K2LBtL2skz19iiNVvTgMW,F6Ep1hxyysaoAnMATaGaAGKZjd8CRsQe5drKiHQGgdx6,,,,,,
1882,BpVvWi4c5YceMcN9GxdLo7rghaZdERULywv3ZLZDMcVT,FzfTigLWBhVzmStXoU91tBoWXjKqqyEMLzPMuwm8xj53,,,,,,
1883,4pknfmvMyMaMb3rF8yvft9LR7rUopZzGYeYJEVJji1ep,77snN6aQ6aUGmJq6ytsKnu1Shc4PqnrgQhiu8xGFzsXY,0.0,0.0,160.0,1.6545464200217,14.05900129940917,96.7032402740937
1884,DBPTsQTH3BqxKuzQGbfP2xP8xPeNBUugGhEvJzjQYt3S,GB2JbGNa8q73CoDKVd1sCAEbKK5SMheVGDppquobRGga,,,,,,
1885,ByHmwYHgtHBxUUqqFSDcdKyS8S9GoE5r22VasE76nwZX,FCd58y7n6FgQkv2SNQg9ZMci2mMafidHtU9EPrtskDbT,,,,,,
1886,8QNzg24k2M1wjLnduQi3fEKfUzxnbiNCtqzybPrTpi2q,3sPvEXoMWF7RrBdgTsgao9rANaqzYcNJzhc33pH2MLxU,,,,,,
1887,EMdrozeBjBoK6nXzTVH56nHX5vHtZbhQQQcqHCDpMzQ3,4tuh3YtC9n5aPuhuEbNuv9k6U4w4r1tzfULxF13SpTc8,,,,,,
1888,2FHT4P8JbVq5t4MXG7nLCh8wEpwv82JiwmJiUitR1T8j,8kFDHgimy1G8KxcAFw2KcdkwF25TkRXGJzLi9B9Cpb2G,,,,,,
1889,ibrnL98QHqG1v68iYWSKnfCBtecfShB36DVAdWh3jSQ,CAtmo482QpZqmjjkykQzNYk8VpnsTLi7spewjtGyR1kQ,,,,,,
1890,Aa2aTZnpPux1i5K2MT4i1TsVM8vR7qR7rZGijQW4zpwd,m7gf1jAYXBZjRZEY9w4MjPfhzLwgDKaXyaCVhRD6C5E,0.0,2.0,648.87,0.2110258315835,332.06788174386355,3074.8368345761082
1891,Aa2aTZnpPux1i5K2MT4i1TsVM8vR7qR7rZGijQW4zpwd,m7gf1jAYXBZjRZEY9w4MjPfhzLwgDKaXyaCVhRD6C5E,1.0,4.0,190.95,2.1093981178496,0.50950353768342,90.52345234604724
1892,7dQnSmJkep9K1E6Cuf9W1pS85KUP4fuw6fNJrmziYY6j,7GLaAitcsxBPkZ1UwxHkKXsJzCf6b2zdVcudDjRP2JhU,,,,,,
1893,FeRV9G8xqdksXXAJELvq4XC7NpdinmQnW6Yv7xZpdJGL,HeP65agADQ6JkxLV2qnfohK8WeES23sqHAYQFkGt5s4s,,,,,,
1894,94fF9FvqBRj8bVYkkPVWCnMe8mU8KmscSTg4ugBn4RNg,4irasCD7qLYskJ3Hz4kghSbigRmF76jML6hY6Z6v31EA,,,,,,
1895,Bf3wfkTwCNj1Uz9Usk2mTBwqn5swJt5ajjeZdRRDQRNV,wvHfo4Qj4MwyghFVQwZNAACJNotxX5qHseeLYoQUmRX,,,,,,
1896,9gfuyX7GW2a9g4UArqxvuutK2E7uYiinwnkiEiDinEZF,DPR64Sfc48n6JWh5bJccCxQksVGoYhTW6zPySJyRRaBD,,,,,,
1897,EmH3YFQWGWESQbSmyX1i3r5vaCSzKxtbiUK7Rhg69Vfj,EeY3CWJew2tfcRRsdwaiCvuSbA1JWmJftMrk7GiYE4m5,,,,,,
1898,9VeAGE45vf8KiyQbUNuBzSmgfdWj1wFqN1gEpmg6crhy,DQGSRYXAAGRum2AACFZcCmpT5NdXhKBWUyEeiUjZ6Zxh,,,,,,
1899,13KLrZhBX7mznJiU9r3c1BEJUVpFCvu8t81JB2Yo3Xub,7QGDSWWCgKACADvfxwvzg8xgNHMuoTXmJuvwJoadafdD,,,,,,
1900,6RHMZhee7UgKsSWe8GiFynYAoZfcGQpoBYybXuLeWKc3,E3syQWCAPv6U8UqaCumv9ztyGFbTLsku3w937r5gkDUs,,,,,,
1901,5Q9KwgDX3AsRpZvDXhYEM7oDk6jfcoSBEmVCXAosJJse,B8QGKtjLo2ANvkuywLterXMwbNdVYH3etC1GFgVRW4BH,,,,,,
1902,GuCiKT4JznQWL7YqHV7gTeL9HPW9o4rkpehXc9CpsL4L,Ew79fhugatjGSZtbdqVdxGdkNieRU5iHGfYCpv9yXTTG,,,,,,
1903,C7F9sCJaU67q7tymrbLaozzSb1v1RRHHKjzAZrrchpU6,HsX6mWewAGih7CY9u5xSdSdq1Whys2zS9DxxQY25CBDU,,,,,,
1904,95L5V2TQaoTeM2eG3AfnydbHNgYgWx34WtkjsNPbHsYd,GYzT5XG9nFdA2Jh8iGf9k8KgfPTj6Aytu8yn2pUaHnPQ,,,,,,
1905,7x9RoGKSasDAH75yuKxet7Hn5UJmSSqHg8sW1xjc2AXM,611pFnXMF1JhqbssRo8o4SkiBMaAfAvgqEfWWWSioPS4,,,,,,
1906,Crfa4kcCL7nSSwgsxePPApfbkwBCdBFKVrLqWwSF8hN5,uLGchSyZJhYjyaNzmt1trPMSCjucAfZnxc2bVC51eAt,0.0,6.0,30227.76,-17499.36729724067,0.07458962618019,1.7273630232772108
1907,Crfa4kcCL7nSSwgsxePPApfbkwBCdBFKVrLqWwSF8hN5,uLGchSyZJhYjyaNzmt1trPMSCjucAfZnxc2bVC51eAt,1.0,0.0,18797.74,199.9296588512068,14.08113299662577,94.02176799586199
1908,Crfa4kcCL7nSSwgsxePPApfbkwBCdBFKVrLqWwSF8hN5,uLGchSyZJhYjyaNzmt1trPMSCjucAfZnxc2bVC51eAt,2.0,4.0,16281.69,199.9980007254265,1.91738142959149,81.40926379735579
1909,3rQCE7uYdmVwTZoR6pkhPvfc2J6keKKK4XwgWWxaxkxG,EJE8B8ak4hhQVwChyc1NpfdV4LHno2UjzcJuL3roPuqM,,,,,,
1910,iB2XUZgbr1pchEhzsVgppysoZG1Dt8J4WznYLVs5UEH,rsF7653xqkSeXKggUSAQZ9Qvv2xUCd8cKVmY5vWGuA6,,,,,,
1911,82RrwkcQzrKbCMmgmPozzEqxMqKA3QJMjCcLi9yoFX7A,BLtnM3ELZcveJ1YEBzttFjE68whBg3AVoVUetQnwdkoV,,,,,,
1912,A64oSXdLZqotR6V2SK9tyHx6JZM8GK4v1ZcS9neDWfMr,AavDKmtP42Vx2yFbN1ubbjqzzuaZiTKo8TLG6vfod7un,,,,,,
1913,HnLTwQGSBEVtYi37ABFe6NxsCJDJU1Vg9MTFVid39mAM,Dee3WCLUzTRJyWoMfyC9A9spfwtGfJ79nPQ9mASMqD77,,,,,,
1914,HwWzXZgCAUVFgemz3tm7Hnv6eN7wEFYbfSJQvPVUcF1s,9kDLxnMEjfX7dMtF8i6GMXJ9RntZ8hULBi215LKHybSL,,,,,,
1915,7RAcv3Rz9sCroJoDQCyq8R7aqMSG7eGdVTHjn5U6vNyW,Dm1fK7grqSg1zDJ5Bqirg4V7w67PW3g8XwdBbKNFpUNE,,,,,,
1916,BTZYNNAiYG9W7ztfVrxwD13yumE3AFzaRGAksHZUx7cD,6u2j5VGRxAbmFfsJAatqAerHy5Gd5c5pmyF2LZzhgymb,,,,,,
1917,VHBibaKhq6kToetQtPEBKEgSBH5jj7E3xruQTmcS6zR,G7skKS4xVVbVaYSwMfsaVrM1EyNc6AGMw6vPhAUYZzJk,0.0,0.0,624.93,-5.7031981293593,3.00888674105979,109.57536207324519
1918,97iqzgkfyRXYQ7zG8WzJwf4GP6GEvnFQVtExnvh4c1Ao,Ggyk6uD3sXWRzBq3JxU1jnuFyDCkNYu5QSyDLXcKxD4a,,,,,,
1919,B8t4qvFDrKhMWqb58dFN4YwrPwgBYW9QNbXdhhHts24R,7ogaYQ4UdakVrfnnMBQyeYpcA2yvtD6Nc29Lor6syPKe,,,,,,
1920,A7qyiUY6Wvxw6GWBP312hxeTWDMt8gc2AFHYFBeoC1BV,3NbAJbhCd9v1ETRkEB6GhgpHEeNzzKMgGccaShTXjsqd,,,,,,
1921,4mU8hbxXs53Y2jNbNyiaoZHmBDozqxDa1bjbfasvWpPG,J7ZWBwo1fMMMLSsVsakC1pBiaFua13actvmpkLbApLzk,0.0,0.0,18.8,0.1846635808781,14.07872715656326,101.80675534722921
1922,4mU8hbxXs53Y2jNbNyiaoZHmBDozqxDa1bjbfasvWpPG,J7ZWBwo1fMMMLSsVsakC1pBiaFua13actvmpkLbApLzk,1.0,1.0,18.8,0.0004342236763,9118.867616473186,43295.65849608648
1923,4mU8hbxXs53Y2jNbNyiaoZHmBDozqxDa1bjbfasvWpPG,J7ZWBwo1fMMMLSsVsakC1pBiaFua13actvmpkLbApLzk,2.0,2.0,18.8,0.0062014757966,418.1080521316457,3031.536462708961
1924,4RLAoL9HhG54C4iMCzy5BmBdfdRDMKWqqJB4yAEKWjeo,EovKmNRkuBhuymXbv4BMU1tyu1bAKCJKRYWmDxijJFpi,,,,,,
1925,DzFS7MJD5ZCkySknYyGnojMDcxXvmNvsH5SrbfSPpe79,CNu3FzBJNsEMDS7esVJDWnZp6p3Xd35VThvXbZwZwBE5,,,,,,
1926,CW8VSzsSdoHAnp4RFYZ8L1ZBFTY7hcMUbUsQvo1nFNRp,Eg8dKtV1R4SJ3LMfPhXJmkTCJkE26ku2v3vf4USEo9ta,,,,,,
1927,2QJk8iVJEy2QZmbFHnR7RBJsi7NpXWFFkEmweWtKKHfE,A3E9T7xYkPeNiWKdvhNTYiD5j7k2Xecpe318eFqVro4m,,,,,,
1928,AS2Md75Nn58schSn3842WHJcEA2Xt45Tbz9pDqbobdpm,J6unYsQY6MA7zfHvQLpXW4MUSmHnRguuZaxuotDsAb7G,,,,,,
1929,F7ukKJ1cH2sgrCgkQro78AdDeLsH8yhcgndhA12xbxqi,8R6sGekxxqDTs3315Yzt5EVWdPoGmPvpTumr8BHfjM4z,,,,,,
1930,Ct8S39obLqzSqrM6SJFmzsqUE31WTrmZQej7JRZPNgAN,27KBamARViogjYwq7R4RTJgrmSKDmBLvgQQR1oSyP37R,,,,,,
1931,Bw7UUVgxt7ZJnvvEmQ3eNqzaFdwDwQeoApctwWSHCqP1,pepe76nNbDuPFvjCKpQUNHzYRiMkjWABNAfrqmNiKUp,0.0,0.0,97.28,-1.0012821827568,2.19326687729788,97.15542898422693
1932,DBqTJzgPYHxTiJmVoKwmPUPoCxU9P6pnzZoe4tpWSzFG,5WZGhSM2XxuaMP96eS7XABradKBio2cMqwV2Bk4bSJPF,,,,,,
1933,3yd7vXKd77KyKv1AYxRRaMo1pL8DJxkkaT3bY8Ea6FtX,DLDqESejTRHRJxZqcwqQg2ErKm38ZCBJ4GT7sRMTLFJh,,,,,,
1934,4dpMn82J2s3GHJZvs2VgGyhwc2y9RF5dZ72WteP273un,DMtZe7v1v1fmUJieCPKmPnkqfvCEV7dHNEha3Wkshdh9,,,,,,
1935,BrNojidAn8aF14ZYYdtSiWwUWW7qbaXWFZLP1i9pNDhV,FU4BQgx4Pf3Zb9338gUkqupxrBdkSfYCWaHcjzt6HxtC,,,,,,
1936,CrFzLsDZhyH9Xmm4ymTrsDp45asunRKpCEQ2jj3bXwgj,DVFpyYYg1SMxDnW6fqPsg5MCdZryU59tqGkfFuYzrRSR,,,,,,
1937,95jZbUn71s9Fks72AqLw86s6WamdFZbjdhFoPujxVbgd,3mL1CENvLcmpz6iZUoKqzdbARfEYJR2geFjEhqYnon5b,0.0,0.0,0.25,-0.0013311520327,-4.84056317492304,187.80724805184005
1938,CGwoYXA61PTWabxRCQQXbZm8KZVNUtTu49AwGGC754VK,F7VWswEESRsMsTDyfMowxhqZD4hasNFvZJWYiQUwu5rS,,,,,,
1939,6pV6qxLrqsyuK6sakhL8XYgSeCS1kquZkhi9bxd9akkm,9kFUnrP4KQ6CrkoubkjSkt7VEN1aFdryvQFnr1HnCo2J,,,,,,
1940,NrDMcixcz34sPLcSACZNXWWDynsM3rrbcEn4pozAa1r,BxSKcvnMHQhbtbukUPbeJcPgYnopjZ6uE66GsxzpC2sH,,,,,,
1941,3vhfcwKg9kouS76hi6ULHNnnFzSLfeRB4XAyZPuUPf2d,5QFeozTAZ39NNa6eiKXFSq4y8g6v2KxkJPJR51mYJpXo,,,,,,
1942,6UX2i1dBtMFKfUf9C3MQ2yFCP6JJT9vhWCGGBYGkMUSE,HYS32kFZKNCtpTXnf9mJbsdPaqeuvt7FCdweXmmKENkM,,,,,,
1943,4peGGCCZ9cdtiRs5TmBXndwdTeL2DaTAVuHGn9P1cXVb,BAY89gcYbDTGnaBzHBn4ipnbQMBiBATVYDMxVrFGg6mB,,,,,,
1944,AAZpPawWeGFjSBeXhjTFi87vuRkSMCTnKuvF9qtgWtVz,2PSy8GuWYnWc8QzgPEbcAZN63nckUrw8i2B85zoFYbDK,0.0,6.0,2000.65,1228.9226070516909,0.09688670583613,1.6279707025650387
1945,3Lb3b9ikztneijmjUzNgHKzCBBfFNKbpjAyc7DQ8pE2M,8e3Du79eCAvuNc6ZX44quJRCuCxmjVDNhRHr1eTB3wqr,0.0,1.0,499.95,0.0101014315908,4546.128084314577,49492.984782012034
1946,hkqnq9h6V8QbMkThBRTqPeMe4FiAA9aWGp8NDFfBZkM,6catipXgQQVHc6em6MgbpLTWWHTYvwCHKFqUZPfXNkZ6,,,,,,
1947,9qTscASAqxkvwsV3Q2CF28uHC2vDJnMuTrpi8rQfEb5U,DAUBfVGh2WLzzmcFd2kvEeomEwAcnwdCWDwE2zzjMR83,0.0,0.0,30.0,0.1636041675524,1.56899839072864,183.36941197045877
1948,34q2UK3gzerRCBTUmEgE15u7MW99YwmdhVbXwtHDQW1K,5NFyXTfTwM6FtMyvt5uMfGimgyqNR7C51ynMLmLn6Rt3,0.0,0.0,2.0,0.0149629531243,5.52109326576114,133.66345422495363
1949,Dq31WgvazmotwchEZqG1a2JK4LzQTFWsMdf2fCUwaW6w,FkqtJoJgbBXY851sqmfRVR3QhrRHJnPS9p47DdWCoJPb,,,,,,
1950,8uC7xGyoU7ehLASjLfydcaWysDg37eL4YVKvFgqkkaH,xpasi6uWiYb87XKNzeYL4UPVH17CR39JSxZ5PiDsK9e,,,,,,
1951,Hpb8qCStnCrtABd3bmpPaiDh4NYyhN9dm2NedWefZ5Wd,59CkNR4MwwUHdwSJt6ggMdfjnGm3FxhBbwn8ceXACGFH,,,,,,
1952,KqoihLbjL3kuBypaaUnsxKSqyZr9qvpX7ysxYGjVPMH,2L3B5bw1BE6QbkfXWMdGvFtgXnueKuoFkk8f8LxeduTU,,,,,,
1953,7dHL9fpmvcX25LVqsZni4YE9eNH4QTk69fVbyEzsCWcg,GhCSzdbuRVa9v4eXDdppdkgN7SEeWL43ipxyCFt5yoz2,,,,,,
1954,Fj69LjD5kPgt4MRLwMGSx9oNEM24xvMELBtvbRwMbHjW,2Zc5pkG5niR3JJZXW52ni6ykRSWcW2AfZCxJUAps9E9P,,,,,,
1955,3tSYDrEM1ZTEbNPFPdXaNYVHoFyzCnoWMkgP8Gnh3Rke,CxQJaF8AHrLc2YohCKSrkxp2RpFMowEGiZAvdjRARxEt,,,,,,
1956,HhYJ7Lh4AUoLqY9E9DzejvssS7jdiiUntFmNjS5Norvt,2tJoGKLUqRfino4hLKsFbQL7V1w5rmu1KoVjdzwNL64h,,,,,,
1957,G5sbKf7L34xidKHBXjUu8rsy3KVYK17U5MdKad8DbXHw,5c1qNSSg4rvAwhYjpgvxzfcfHyY9HE2azkQLie4B6xbs,,,,,,
1958,BFBsFqpzW5s5SqLkS4wEbVbUTcJHH3tgREGvqmqvN1xW,BXjYR7cqrukZ3poiujMhpAzi617bxnnHWdzpsBbbLG38,,,,,,
1959,5FBFPgjq699BCLRb1Ec9ksU5CtxHvtdrwjDh4D3R8pDY,7M96qouCsH6each8J6PbcCaciyWmC7fgSASimc2NdGVD,,,,,,
1960,6JvEnSysCv9z96wwqqJVbThxeSYHjhkR7neWNcMnEuxo,76PS6gVwQjWX3ANViZCvFAqu4eisTtA244tBiDCMQxgD,,,,,,
1961,ExzvLvxQqg5D35h2WrgMy6JJY99CdC6XZ3s8ENwpsfVn,HtyhTYzGczTKbimXWGtvQwJVg2aZF2TGqzFiLsupjbvU,0.0,0.0,2.0,0.0087480718373,-2.81031597300391,228.62180800486874
1962,GVhtnssv6ymFZg5pbnE8ncwRqanCqw59HmzpsifE3Pp8,5inWN1iNiufPb6cTRjmRohQBjaya9L7vwse4R72H1gng,,,,,,
1963,35HBwy6sFnrBoe637vc4b13AFrMN8WxodLqxtiJ3jw7h,zJjR1FhfbeSSRrvKkPfDnEGEA5h6WZGTxzC7ZBHpJXL,,,,,,
1964,Dk2JHDy6vMQwM2WzM5ECbEWowtv83hfs7UHNUD9ZtNpb,8ZmqhZgy2YqB1mnZwGyAQwmm9Y8xqfb3kUW3MWNYwkNW,,,,,,
1965,7D1MbUPDMNELF1Ez74JVuepPMAGA4TY3jDNEcpEpKpU7,6yxLQAcYftANRi3zZrQUvdEuSB4SQo6pz8PrDBoKQ5XZ,,,,,,
1966,AywKLKFg1Cn1qVgX2taY5ZW17ycUakJj2DmpvmDf7FMw,8CHhouD6McUqrCniWkUnG2GaGV4GtJqsK549ZDitrwhJ,,,,,,
1967,3wKxFATyaQK6kZd2UahQjvL9tzMGuN2767EguLmj1bot,2HtcCr92gzqZEmnEYKrsC2d2euFz7djLYzqnbDSbhd82,0.0,0.0,468.69,1.9398154385767,-0.58418591978327,241.6157695620217
1968,HhDmwMysBFWhXnd3mrV31w75WBRKBS8wJSiEMZgqdUSp,BLJgLzizx2yLgd12pVBAHTMqn9J5JA3JHCF8PnLnPyUk,0.0,0.0,1.0,0.005496682518,10.88864533883111,181.9279168344356
1969,Gj96nhxiQ9HWKrYq6rjgJCvy29y27r5fALC7dTy2WdwU,BE7LjriruhmTwUdT6tzUjeY8VvVg8HqkAXTHnnthbR44,3.0,1.0,0.0,-3.98583e-08,1792.9991584808547,0.0
1970,E1d8VsrQCppz8eUaQ3bsuAmBZM4ahHXCyQNHM2CME4pJ,2n4QvPeBsFjnyAyCkHXvhuhUbvcP8MjbCF1PV5AUxg9Y,,,,,,
1971,9p8NzK6WMyNrnKTZ5V1mfaTqpg2mSvbEoBhwTACjmesH,J5J1udcTsCXuzHb4MoJFswQd8GUHpQHtRcjqoErXH86L,,,,,,
1972,7VxZaREthxotiFd5zi6i6eHBBp1K6NZLWEo2jLJZcAiF,3XUaGUY2mYUdjo9se5m1borLwK1chtx98ZdNUpSQJN7v,,,,,,
1973,F4LuHyd7xURSTPxU345uUytrSRkJfzbzjaxwxacCCeF8,2e1JmMFKywotudtRMwEQmEgUNpGJYDJBr1ukiyAb8Fk6,,,,,,
1974,8vW5cTvpQEoNJPEJKkKY3LTU55UDC5UtBxc2UEqPNBd2,FQbLMY3AbpC4PDUWpYm763E4eWN78KWxLMCeTsuhGdMg,0.0,0.0,19.8,0.1952558853216,14.07552857212577,101.40539409292595
1975,8vW5cTvpQEoNJPEJKkKY3LTU55UDC5UtBxc2UEqPNBd2,FQbLMY3AbpC4PDUWpYm763E4eWN78KWxLMCeTsuhGdMg,1.0,1.0,19.8,0.0004565064025,9111.451816231254,43372.88566286866
1976,8vW5cTvpQEoNJPEJKkKY3LTU55UDC5UtBxc2UEqPNBd2,FQbLMY3AbpC4PDUWpYm763E4eWN78KWxLMCeTsuhGdMg,2.0,2.0,19.8,0.0065415564788,418.23850901859566,3026.8025758346985
1977,2sbq3sA7FpTKKzuEs5XtMKzbM36kMGAuQdC9Ahze1Hj2,BpzHJcsdPBuMaP2rGM1LBCpotFj4LTJAwF4kBYutciHi,,,,,,
1978,GTweakbr33JraNWpYUvDXr2oBukWwtVnZ4piVgejfDk4,6Y6omTH5U8oQgf5mhQR8yHe99RA4z5WhCaKoV3ZxxnHA,0.0,0.0,111.23,0.7049483712116,6.20011025710669,157.7846045786703
1979,GTweakbr33JraNWpYUvDXr2oBukWwtVnZ4piVgejfDk4,6Y6omTH5U8oQgf5mhQR8yHe99RA4z5WhCaKoV3ZxxnHA,1.0,2.0,67.42,0.018709333056,255.7097959326766,3603.5490842031218
1980,2R3jbD1mvVzaiDHmzMyrMYcphGKVUn82uh56U3F6EBxD,e4dM6ZbCyGGbXehQZWCwajgCV5EqM4pmfdriAGoLSoL,,,,,,
1981,Hk5S4FzT5L3TKDXre74T19teWw2huEGwJSXWs9DTQVpJ,BsJL5svbKSR8k8jk8F78KbMga5xE8yvSNhtvdVMoyuVo,0.0,2.0,18.8,0.0062079331557,418.35428506859154,3028.3831234133404
1982,Hk5S4FzT5L3TKDXre74T19teWw2huEGwJSXWs9DTQVpJ,BsJL5svbKSR8k8jk8F78KbMga5xE8yvSNhtvdVMoyuVo,1.0,1.0,18.8,0.0004338292259,9107.649950780098,43335.024192983954
1983,Hk5S4FzT5L3TKDXre74T19teWw2huEGwJSXWs9DTQVpJ,BsJL5svbKSR8k8jk8F78KbMga5xE8yvSNhtvdVMoyuVo,2.0,0.0,18.8,0.1849854975818,14.0765171392966,101.62958851240055
1984,J6jxYGAotuJ78zRDBmA6xqKJ3VoFuX7VAE4j4R3wfTfa,8cXAnowZuN2CLQ78fU88zXq1zVAMJquiVygnKnCCS5mL,0.0,0.0,6.15,0.0642385740041,14.00870202208427,95.73686986898991
1985,BKt89xrMcS4Hfx4Dq38XXWKw7j9x7xqE9U4uuiiP5aZP,HJZDfaR3bjnNwsjBjmCnLpgjhooArLouCNVf1h8skcSF,,,,,,
1986,Fyzr1pWQPxa2Evx8SqkMAJdGqSGikfvSJPMS1eiXjkjj,EW7w6AiBWXE3w8hauoy6hr5Xtis7tJ2zKiLFuFRmWovL,0.0,0.0,30.0,0.1632437336841,1.56899839072864,183.77428231367395
1987,6cN68mdV4o4g1gMd99s69cwuszzJo2R7WM2bVhwxiDwz,5VQ21nxZUpusScxnUWJZQ1zbhvDXFJGd1kwQWQSL93nH,,,,,,
1988,8BYheoAhP7PrNz8ZaaHb65CV47chuMPJ58h8LbVS8ABu,5zGaf2CcTeHGZn8DBY2m54G9dXqTajbMi5NEMmgZsQxn,,,,,,
1989,9AB6UuKsJhS1kjwb9SGEjMzh3UuYGSNk6tndHGj68rN9,8MVe4fwUwjCbDBPdYvmM2ST8ULQfmtkA7H82cEb1vapL,,,,,,
1990,F6nRPV2h2tP2S1kPU6wAGgsBFLCH3aP3PTqc4aaWN24w,A18MN5nPDNFAJnB2rrDSvRuG9xUHf83yJbj831UF4rWc,0.0,2.0,17.0,0.0042655375466,140.91308263058227,3985.4296942129745
1991,BYSYw6j6jb8dbcaGNnDcVPYzxau1CxxKmkpJg6rCAgcg,HxCCKMbiesxXfayJ9smDWKUmWvaHCMRxqwBrWapYCLGc,,,,,,
1992,7cJL5KuJjtxBc9AcQMeQCtmF3xSeLMqH5s61dQ3skqrN,EwhyGbEC1nwmYXbxojeBhowzYj4hktvbGLaz4Xm98d9T,,,,,,
1993,CEnbUc3wmLK6K5tpmvDigV6SvPAvTgWpotNpVPDTjfmt,Hv6zcTHn5zN3Uz2JmwY3yDmzBZxx1ojrFm2xFDb2Cmpb,,,,,,
1994,HkYtBSjhF7y5t1ezeSx7CyParVnNQ3gpeWQU7joTp29q,9PaH4MCn4Pj2nhx1Ws3bMb1KBZ1yUBCvF3H425bWAPHe,0.0,3.0,10565.29,-199.945412739956,-0.75116636945407,52.84087219215653
1995,HkYtBSjhF7y5t1ezeSx7CyParVnNQ3gpeWQU7joTp29q,9PaH4MCn4Pj2nhx1Ws3bMb1KBZ1yUBCvF3H425bWAPHe,2.0,0.0,24034.91,-250.0000001029461,3.36873179056349,96.13963996041119
1996,FgRpiZFPz43vDWStgCwRJACiGKtMLkWbTGeTLPeKnnaY,BKmKy8n1MpB1sdSfuWy7P3c6ReSW8TEWZRsyriz3ujYo,,,,,,
1997,3uvLdv3n4RJnHozLFmHKVM1Xv2yTSPyi9njtgYHJLhDq,3t7oFaDhFqiwr7v48Xvb9AZ8SpGkGad6B76SkY6bNeVf,0.0,0.0,18.8,0.1909325602747,14.0765171392966,98.46408581622704
1998,3uvLdv3n4RJnHozLFmHKVM1Xv2yTSPyi9njtgYHJLhDq,3t7oFaDhFqiwr7v48Xvb9AZ8SpGkGad6B76SkY6bNeVf,1.0,1.0,18.8,0.0004376321991,9107.649950780098,42958.44784424593
1999,3uvLdv3n4RJnHozLFmHKVM1Xv2yTSPyi9njtgYHJLhDq,3t7oFaDhFqiwr7v48Xvb9AZ8SpGkGad6B76SkY6bNeVf,2.0,2.0,18.8,0.0063095463849,418.35428506859154,2979.611980504992
2000,7ftRpW8yHpW69KnC7zpeL6prCWhBi9TyB6UHoZEY3nd8,Hu6o5HMZB8h8nhEFm4mZ9k14sTgiVTrs2umXoPfR7vEi,,,,,,
2001,3qv2w7Am5rkbHh3VGUfGvSiemS6sxKRxssce7MY8fK2Q,SEh16GSksgNWwRqy3PBgQM4XV8eenETTo92bgjd4qi6,,,,,,
2002,4Wuu74hfqpRHY6sB55hzSgqEkK4G6oYXZv4ZA21LUckA,HwMdPKabtCSiMZPhXGZjxMKg7RVwxfHSJGt6FW6XKKN5,,,,,,
2003,HSmYYMpNQNr1F2zjvysGRrC57FyusAJNsaXWfbmCfZh4,EDE1swNYZ99y9idZacAw5Ncwz2DyD78SqvKMUXA2Dbw4,,,,,,
2004,HzMNaC22RSPGEu2f5MaVckuNZXT3Fc1V3bf2kXctL1Se,B6RmQhuapt5771aRVEFLGmxG4SBVKP6CZsX8LEmH2ikg,,,,,,
2005,2emSYLELZ2rFuxf5Gnr2YfEwUj1XFLPt2uabwjNWUpuS,3ZVPRZeVhLhdXQg6H5M5paQf5cBRHxePUa3i8nxgo4hx,,,,,,
2006,3hdS5Vf96Ed6nSdHdbmoTqWQSzNSAXUgK45JryHsCBn4,9yqHeFwMBpMmskLn1ig4Ei8dXnAAXG5WBbJa81uodVHM,,,,,,
2007,3qjb3tcDdoYeCbozSXr23GdqqGJuY2Agir1JQQj5nMH6,7xLBmqP1FHdUYx2fbABkbjmjAf624BTwzPcK6WkS5y7D,,,,,,
2008,CQtaJv3c6DFQ5gXq1DvC6dMZNH7kggAijgZ2oTQBnQRP,J7RLhPD1ZyydcXPpzYv9EUSAowGxwdZycNZgrp6NRobZ,,,,,,
2009,2zvdkCAYEbUU9H8KdKUiq1KHJXqbL3iTHxe1Y3b24mER,EPukQDkVkn9Y1vBS6QYavKNzmZAEPjXwUGik9P1QnERX,,,,,,
2010,2sg6moJCQoQ2YYBon3yoQzXhqMN9W4aHhGTGgpXB5PZh,4yPwepTbjSQhZ92jkPRJXyVE1Nf1uDWzR5xp2MzL7oyU,,,,,,
2011,BpCE4g171QPNgnEDuwZqbR7SnQZedM16714vdWE7imjr,2v2NX48XSAeVNNXEZz4ZF95B9RtykkerKSeN48qtJ6uz,0.0,0.0,16.5,0.1682106123684,14.08135696604659,98.09131402401152
