,Address,collateral,cumulative_deposits,total_fee_paid,realized_pnl,~roi
1060,C8TXeespTbGpu7Wn66Sn3fZVKVs7isNrdFuKuHNxCvdq,0.008,-1.94,2.645,1.948,inf
9435,3XWxxTK89BqojgKSy6KBJS9Ji93dUz68uNKnueye2EBK,0.02,2.4,2.644,-2.38,-0.992
1802,EQ4HUGD82xa3WKjNXfuAuGCu1aDu9UZCfKDvi55gFYtB,0.002,3.35,2.644,-3.348,-0.999
8725,3vqLaS89HBpQ5LWrsDvwAQrj1vGiXs5zy9zFwg8MsV2f,0.038,1.8,2.639,-1.762,-0.979
7711,ENbudKxrT5FBwUCzE2sTKn4KtfQQRvfzLw9cJfY8uQpF,11.204,18.78,2.639,-7.576,-0.403
7222,J6E7rDmg4xm49hMrtYuKng8aEWJ4LmCnwGHTnrTwg5P1,0.005,3.81,2.637,-3.805,-0.999
65,opuCM5KxMoapE3JuzQo56vyVzKTceXx4HunK8wE2TFA,0.002,2.47,2.637,-2.468,-0.999
8599,82BffdmcoWkbyo4Apg7ZbfLZFTPMDW1Lmdg6tngcJkmf,0.029,3.2,2.635,-3.171,-0.991
2109,ADUb8hyP2ZEQLZMamF4xBSecUfsqSmi4N4PG6QmmggdS,0.006,2.31,2.635,-2.304,-0.997
2298,8EnFNRttcooSmtJ3MPbsYCnSCFHkyKbxp8hVWS4udusN,0.002,112.03,2.632,-112.028,-1.0
2254,A6XzZSFKcBRXgmjkkN2Ba9RwtMmPzmopAX85qioxQdAD,0.002,2.64,2.632,-2.638,-0.999
12891,A9LpGHvyRpfz3aq5zaFT7YtUVbG3thSeL6e2B27qNQwV,14.855,18.02,2.631,-3.165,-0.176
2023,8Xdf67Q5jXKwS52e492xUBu1tMUgS14jJg7V4R2Q28EP,0.0,178.0,2.631,-178.0,-1.0
8307,6ufi649W3L5k4Qssan4wSCg1JLcKcWkNCqtG1idP4hge,32.522,49.48,2.629,-16.958,-0.343
8300,9Wzu7BWPgx9JRwuituo7vxNXVkpRA7C5W62CATnPpy6Q,17.327,999.0,2.627,-981.673,-0.983
1183,3hewSFZvqzysY8zABES3aEXqjLTyYXF5BB2LDBZby3FP,0.008,2.86,2.626,-2.852,-0.997
5336,EJqtExsQSWeEPvyyW6V3uCdp243oytsNLYWCBsr8CZHd,0.007,3.28,2.623,-3.273,-0.998
4577,DEkaTvqLXUTJtJ7utqPM1yV9TA93YsbgT5AsJgRhdSDG,0.007,1.91,2.623,-1.903,-0.996
10691,5dLTT2cyxMHA2hJu66UPt8Mris6fJsSXXXE5tNGaokAY,0.006,2.58,2.623,-2.574,-0.998
13194,H5Lb47JXC7jtVJX9VsYiNVweyUhHbAHZdSFkWv9c9cdL,0.009,2.59,2.622,-2.581,-0.997
3009,EH8MYhGQX4gcuYF69AvmivuadYrubPrMkY8HWmjA4ezu,1.82,4.45,2.621,-2.63,-0.591
5116,FnnkjZBy4dcKScyNxAzpHMoE2XnZ4NAxvnxBHTY9rzhR,1.002,4.53,2.62,-3.528,-0.779
4312,4L8wJ1mukHKbZ1ddekfNWi73U7sftBbGXaaocQnUyA6H,0.004,27.21,2.615,-27.206,-1.0
2105,BKFYrLNA4fJ7J7X68dLvGYaJTCcwNeyFhmmiHSALasju,1.578,4.0,2.613,-2.422,-0.606
4523,BPRoaqrDs8vhqv2T7d9qV2oPU33pi1K1LUaotM7yuD2i,0.0,809.0,2.612,-809.0,-1.0
9315,7MXiYD53i1Dn4LNvyKPh8B7hjiVMiwaMcyHT5aaCWdLJ,0.009,-0.63,2.606,0.639,inf
6574,EYZBLUmJ6BgMFdLCxS7ZQiU93FEQvwc75RCuZM9fivW,270.848,216.0,2.605,54.848,0.254
12696,8ZypaNmPLbKNCPjKcRrHW6vi8ewEVkTSrumGN66AeEbn,2.038,4.51,2.602,-2.472,-0.548
1059,HHHj6EinpgAJeZkDXfsvCo3UXnmAdiAZNvPSUfVPc5Sg,0.007,96.03,2.599,-96.023,-1.0
69,AaU8mXqEF1jszipQRMjFRNXDLYbgsHSNco1UkmXsT5kW,0.067,3.0,2.599,-2.933,-0.978
6347,5zGaf2CcTeHGZn8DBY2m54G9dXqTajbMi5NEMmgZsQxn,0.006,3.15,2.599,-3.144,-0.998
5028,5XVzevbhpe7812vJmiBmxDPmnyaEG7oEHrrZVPG39fwS,1.785,4.41,2.598,-2.625,-0.595
4266,9F14gxxC6M6L29Tk5sXL6FtcWykoDpARee6tCQVNVhRg,119.579,122.93,2.598,-3.351,-0.027
9082,2g2g1ZZVjBbZB55Xo2cgTVkNCsSxLR7dHEdwLyYgx8nZ,0.003,2.57,2.597,-2.567,-0.999
90,22T6LuiqstaAngVGscw7T5WnTMy39WjxGSGFUxsxttog,0.003,2.9,2.597,-2.897,-0.999
8935,DsaR7eVVFeBNZKtf1FQDP92ffSZHoNDwFtVueNGLrySK,0.001,2.63,2.596,-2.629,-1.0
13397,CDtCWni257P5E8nWozrtJAPqoffFEFNCXmpU9VJZ2QeH,12.85,15.94,2.596,-3.09,-0.194
10204,BNLHsgm14vViXCAgCLDsTsFqcJDCiuCFaLYmXzALfpA,0.005,2.63,2.596,-2.625,-0.998
9311,EXZxdz3Gqzt5LHV8hLApyXptqNDecfNpkeCA4LZfmxk,0.004,2.61,2.596,-2.606,-0.998
5190,7pCgSUqirHkFdfL9APJ7yWnBceiCsaSoKkJRFd8FhTVe,0.081,3.4,2.595,-3.319,-0.976
13241,Hd6Nt7riMpJZ5X86SZaxrHsxYXfV5AZwduostfQGV1Xx,387.257,547.0,2.591,-159.743,-0.292
6519,5rVpbDF3Qh5eEkbyScexJZfBawGHdEEagu3d6LuMhZpQ,0.005,1.53,2.59,-1.525,-0.997
3370,6Ru5yLFNqidq8MD3UwMmk2sJ8GsUMWXbueGpVgBYZag8,0.007,2.21,2.589,-2.203,-0.997
10393,ELo4hrg524aoQMnVjUadYhSj3JkXCUmzvxVewAsRqvme,12.865,15.7,2.589,-2.835,-0.181
776,7wytcabg86yZSPwNsQcEtLYnB3oAxTBVH5nF46rGj9B9,12.16,14.76,2.587,-2.6,-0.176
1255,3v8nCvqMcQABhYT2wH8HFF2Xk1yBuhjKVbVao3TyPo42,1.115,3.87,2.587,-2.755,-0.712
701,GbVac4T7ab223GW41t7XYRaHgqi2v69FysDD1ZpYCq41,0.007,2.87,2.585,-2.863,-0.998
7042,AosEWtLrKDejARN6JNsHz1XJz3KfE1uqTh3GGEFnuBpW,725.915,692.0,2.585,33.915,0.049
10246,2T2gvc4hkmXpSDmprMbu643BnktYFC65RvoqSqc8NmyD,0.01,1.08,2.585,-1.07,-0.991
8929,5cDsHo3XdLEoHywjUGU4CkpwfTHRbwVWfbN3hULirgFK,14.063,16.68,2.584,-2.617,-0.157
8024,DqyYtv2iP24KAV1tUT4NMUz2ZH4HeCWY7bRoRfgCiTvo,0.016,2.9,2.583,-2.884,-0.994
2785,FVpvhWxuPjSnqXooSNgz1UNhvYjjg4d2JJbff3WYDcNg,0.005,3.47,2.582,-3.465,-0.999
6270,B66qqLJb7VkiYm5ux7yrMGpdUxCAP3EUViXScQJzFvNJ,0.001,24.51,2.581,-24.509,-1.0
1267,BVWZD9Z2STKr7LNY9seK6L6sibGL6gmmV5MCbNkea4Lk,0.009,3.3,2.58,-3.291,-0.997
5943,7HEWNSavbgVhSCHdshfk4FnQYZ7PYsKwquGiVaiihVwi,16.135,18.75,2.58,-2.615,-0.139
454,vPF9viky422wciuZk3PDBZuEyjdERFeNLotnKtEeyWJ,0.002,3.27,2.579,-3.268,-0.999
4962,EorAWByDe5DVtdebDo6KptU9T2646jvqen3kVjVVUKH5,0.006,2.4,2.576,-2.394,-0.998
1946,2Bza32WgokYJoRLhVK3hj2VfSvrzz7Pj3Px7TFYRLALf,0.002,13.5,2.573,-13.498,-1.0
5785,4JN7jkSbZRcK6m8CSZ6bW1yYeWmir1QcUhVd3ntTqRm9,0.06,3.8,2.573,-3.74,-0.984
9458,FkQAjGjneBxBPoc9xNaRJHZcCegTdsDKAqqGkK9HJ3ZR,0.032,4.4,2.571,-4.368,-0.993
11205,G6nJz3arevzKpS3nHnkVsV8xeL2VKc1ZHes2kLp4F5cT,0.069,5.2,2.57,-5.131,-0.987
5053,7GRKt1GqaMChcym1MrzP27XS96SDMdKcUZZojVMGBEWw,837.216,840.0,2.568,-2.784,-0.003
4856,6e8ZP1m2m75FyYM9X2MUbgYANhB5HxGvuW26DtAvnuUF,0.006,2.6,2.566,-2.594,-0.998
3211,D7bBUn9Lwnyu8SP1YXbyAQwAcGEagKgMNoRipnu3DrAP,0.005,6.7,2.566,-6.695,-0.999
11338,66SjFhmiNYz8tLRnBhZUbowWGTbM16G52X3AT2hma2wN,0.0,70.51,2.564,-70.51,-1.0
11908,2jpBSEgSH3pWkL166keUjaEq7vThBwQ3r5ZcJ9Mv3xXe,0.009,2.9,2.564,-2.891,-0.997
3598,AxiTcPEtrj4PMgw6B8dWwbd3wp2kQ6MG3Jar3VjrgMAF,11.055,13.71,2.562,-2.655,-0.194
1912,3Y3bMCoasyEoJDektsUVuhF3u1GSc1R75ck3YwtFasgt,0.006,122.26,2.559,-122.254,-1.0
6733,AZxcHLUiQYpVZM9ejYwxdafUL4twptsmKwjHTwRfTVzg,0.004,3.78,2.558,-3.776,-0.999
8090,FFc9ZLQSGVcZBEmzRbfnnXyH4qyvNM9f4ad1dJHGP1h8,0.003,-0.07,2.558,0.073,inf
10624,7PVeSkPxqCH7R9Hd5phR7HJe4WcR8BLXSWJhBVCSyGuV,427.45,430.0,2.558,-2.55,-0.006
10611,Ad12MQJg52WrCFUz1YojMxTZGUWVZo7qVM821PLWpDFg,0.007,5.23,2.558,-5.223,-0.999
629,9BqfqaeVMUBfesnu28eFAvvPey9Wtosfg9q2XXcPBCkS,0.002,2.8,2.557,-2.798,-0.999
13041,6P2wwM3zTmqLoyy6VXN9LjsaGHoZoCp5Vyt2EbVoPR81,0.005,1.92,2.553,-1.915,-0.997
7350,BSuMrJf7SmCyHLCiFKGk8Z1Aq362vsFy2owv6B9Lh9ot,0.004,2.16,2.55,-2.156,-0.998
7992,HeP65agADQ6JkxLV2qnfohK8WeES23sqHAYQFkGt5s4s,12.101,14.76,2.549,-2.659,-0.18
8275,3mL1CENvLcmpz6iZUoKqzdbARfEYJR2geFjEhqYnon5b,0.054,3.51,2.547,-3.456,-0.985
6744,4UuMNgJbX4mxu4yoCz9NVko3rJPYfdXNNRhgS5ZHfruR,0.006,-71.35,2.545,71.356,inf
3860,DZSuajgRwNSkoc7qXsy4WcdBmc7Ev5Rmg4dj46PxCZYi,0.072,4.8,2.543,-4.728,-0.985
10234,6PRhhkgTRY6P9ps1jJNtep6AqZtuJ9DKN1C1nuyTuiC7,0.097,1.5,2.543,-1.403,-0.935
3079,3NK6Hk3L6YNhZknpgQpUXAAUufioJwiG2oKpj32EJWaS,11.137,13.7,2.542,-2.563,-0.187
11734,9JHKPCrxWVgdMEEobckfMC3qbhySYQWPkuhNHRXxZ9GA,0.087,-0.5,2.542,0.587,inf
5765,BRfQgCaoWRZ1vshDAnB1383hJwo6zuyD4of61a14hrZQ,0.002,0.46,2.538,-0.458,-0.996
3814,6nRec316AtA1Uw9eNa6SfCktb2AySWZud3agK9F3LdoN,0.982,3.98,2.538,-2.998,-0.753
9891,H4RXVJVLWztXyfHtJZhdE93jJ8eL92XVBktWCYa4wnLZ,1667.463,1670.0,2.537,-2.537,-0.002
6882,4yetnhf3868252EQPBYH5gh8B2uuueymvdocQvm4LDgP,0.003,3.52,2.537,-3.517,-0.999
8004,8T4WK27RvWVGqPuNqY6whk1fmU4vd5qaUQPZG1GJ79bh,20.354,66.0,2.533,-45.646,-0.692
1858,GWULpTnNgSp7zAnKLXBDGNme4PMr1fSwvrHfdHtTEF5w,0.002,6.65,2.526,-6.648,-1.0
8207,2NmuiTrQ4k1X9r7JficMddXa58pHSuCqLihCNQW16Lyw,1044.477,1047.0,2.523,-2.523,-0.002
45,3hefZDNymvysaDhc9AGssm5af4vCLFTLxF3ZhHvdYdUB,0.002,1.43,2.521,-1.428,-0.999
12025,GKwYaFqccj5rS8CaEch4tXhqviwGBUjggXLfQzQJdXVS,0.009,3.42,2.521,-3.411,-0.997
5841,5KcWaBW5dSs86HMbhBebGgo1ccKm2ywfMScydZd1HXbT,0.976,3.7,2.52,-2.724,-0.736
13061,E57UcRaQHA515GukvaRurMyKR4n3hi9wXBbAnkXRDJd,0.984,3.59,2.52,-2.606,-0.726
7469,8dT4g99bmoWWZiQU5K4KpPQpyAaFCCse9BFsmvkEkjo3,0.109,2.9,2.52,-2.791,-0.962
13452,HapspeAqYP1rvzkZbMNryqozHWEa9mmAGWBim2hQc9fG,0.0,-2.55,2.515,2.55,inf
10547,AnbdEsN4Nw3XpWwLLWjnXN7zDh2ACsNPDKiRBP6Y3AGq,0.01,1.78,2.512,-1.77,-0.994
70,F23iDhSYDE7CXDrzZ3Skd47y2BEeWNCzU5D7w28Z4dUN,0.0,28.34,2.512,-28.34,-1.0
5506,Hca3EKyS7hkRpEmEMWYr2Np2x54e44oZv6eHja5AEsrU,0.008,2.52,2.512,-2.512,-0.997
2600,BbDdMBCiZLFCuD3qYFjUbfRaftSUGuSkWz52xvmWJos8,0.003,4.73,2.512,-4.727,-0.999
6989,8zzf42fWFJfU3fWyr7JG4rYgf1M3Quqj87FxTeVeAun,0.975,3.64,2.511,-2.665,-0.732
7327,8Fr9sujfT7Jdj2Nrb3gvN7ijdLrPpYyZSHZj6sCyDoxW,0.98,3.44,2.511,-2.46,-0.715
13369,6dZuj2FYGQuR8iHT3F9qHi2cAqeGmPezU1ASrCEyY6rg,858.503,848.0,2.511,10.503,0.012
12216,DpZJwLCL2bBx6gHKpkqULFs7XMirHSSaUTfJggiQnp4i,0.092,3.0,2.51,-2.908,-0.969
4375,6eG79A3rpgHtLxUV85npfsYYhQNa3AhbBx8pYs7FQ4ic,20.41,19.0,2.508,1.41,0.074
4160,HC4zWFcZFuRJWSgthV1umMB1QP3PBECXm5Ea7Bo5zmnJ,0.003,3.25,2.504,-3.247,-0.999
7936,3v7zWSaoRK2Gcutqjv1AVv5PBVg8SNX6ruENVbBDBbM4,0.003,0.41,2.503,-0.407,-0.993
11180,Bti676qW3Q8xrdW9weJQNaR1viMKq1oKpfmbGNsbqTti,994.498,997.0,2.502,-2.502,-0.003
6650,54acV2sVVW4STkkhQCG7f96QyH1ZASKogw8CUb2VDxEs,0.001,1.91,2.5,-1.909,-0.999
4604,4Enpw9W2mWGnNYagYQ8WW29RLSs4R5YX4qXCsVqMFeHn,11.709,500.0,2.5,-488.291,-0.977
11795,5zSoXxVZYYQAtq3urfcUQmJkjFDBXkUJYSNFdq759Tof,0.0,146.0,2.497,-146.0,-1.0
11619,CKAt8F2DjBdpafVXPGT2kTP3uF7vDwkqpbPwMhKELDyw,0.055,1.0,2.494,-0.945,-0.945
13440,FHMuZ1ZcCT3SacK3KMYcoKqSmF15Mq1aJiTnf9ZiagZf,0.008,2.25,2.493,-2.242,-0.996
12803,AbZrjbsTuTMM5QYMkP7jsfuqVrX1LdLpHBh41k7jSvLb,1.513,4.27,2.492,-2.757,-0.646
12726,4xwQi3B5XKXhSVhS9FG2EyYywN1644FUNZhEX8G8VFhg,0.006,1.65,2.49,-1.644,-0.996
11523,5f9mPN2gPpaoYr5zTjZLoqRvYHjTKSpjPyViBivLHKXZ,40.417,43.0,2.49,-2.583,-0.06
2405,91kpY8XjSoMfXn1tXDWMNHBRv11eo3DjKnVFCg2DiHbA,0.004,2.45,2.488,-2.446,-0.998
2984,DSnvQca2ReL3mzwucUGzXTqhxqX5BABy4XvoWDLUfKCU,0.0,498.0,2.486,-498.0,-1.0
1875,2vjmdUm1BbDcA5U2QpvXWaX95EfQsEo9ifgYcVZq1Vwq,0.014,2.0,2.485,-1.986,-0.993
8679,6RofGQSJsET7V3JtetU16y8CYTBf5b8qWw9Sb62zr4WS,0.058,0.9,2.482,-0.842,-0.936
1481,AvNohgSg1DQeYmwD3Pvs2xHj5dx7NmN9pZA5aMoC4Y7p,2477.521,2352.12,2.48,125.401,0.053
2231,hUBD9yh8fzVe8fkEEaHJbqJ1bfy3acpQkywhAFSyhLH,20.27,23.0,2.48,-2.73,-0.119
6610,7FzenruPgazpdQPVnCbmy7GkL117vj6qKro5jBwwounQ,0.007,2.5,2.48,-2.493,-0.997
7220,6stSTuQWb9eV9eLhCMJ9U2Q89oiPzvkWPEs8dXR95kpy,244.071,275.0,2.477,-30.929,-0.112
11912,6AwxAp8u56RMBN643bwazJqLnRbzpvPH3PoJ8xBaZpWF,0.002,-7.84,2.47,7.842,inf
8094,ExXKaU65wFUhNYNXbufJ1qpRftxHXgab1D4DANtvBMFM,0.008,2.49,2.47,-2.482,-0.997
12610,5XrU9QLKHL8m66mpfcsqvndBBeQ9t8vA7zhNdB1yAi9s,0.0,100.0,2.469,-100.0,-1.0
127,C478HtL6jZemn5sXCsWKUo6WpxjLwSv3YXaB3za6bJCc,0.961,3.73,2.469,-2.769,-0.742
6676,5CgYtJiSW6yWmqiKwc6X1xU1bzUXtGdNDY18BtyfaWQp,20.968,26.0,2.467,-5.032,-0.194
878,Ew79fhugatjGSZtbdqVdxGdkNieRU5iHGfYCpv9yXTTG,0.008,2.44,2.466,-2.432,-0.997
9815,E3YAvfZ7dR87D7dkoR2i4QF28k2jAvUj9VL6kqqEGYS1,0.001,2.47,2.464,-2.469,-1.0
4786,6N4PNbueNmkCECF8ojw5R6wGtxComzgGED179GiJaLjQ,0.003,141.49,2.464,-141.487,-1.0
10469,H3394S5wdbwXB4scjGAY8NsXxCdGy1Xebct18s42FM1K,0.159,23.0,2.463,-22.841,-0.993
7366,AdmyxQFP2mc2w66yktoyCRnB2cShiggVEKEwQx7412RP,0.977,3.39,2.462,-2.413,-0.712
4680,8xH3PCKmxTBiYdnnYruH4BumU5JHFGqdVkcZapwV6cr4,0.008,-4.19,2.461,4.198,inf
12909,6zXTnbGsf8TLMkDZXyAiwEYHcSUHmhCMtUUqHP2aAzJk,0.004,2.41,2.46,-2.406,-0.998
11374,6RTyCLwTeXxJqXArWxGSuSUDGa51QWFzu4TYiaqiVLb2,0.097,-0.4,2.459,0.497,inf
6168,4DefHiAxdxdjH4zQAhP24GMEJ53JsTYFcJ4QnDiKFqPe,20.514,24.0,2.457,-3.486,-0.145
767,BJxwbjRngBbBub29Zf7AaEvzC3jdchZbQeju567CRdQw,0.007,2.38,2.455,-2.373,-0.997
8760,4F8tYR6x5VkkvVqsBpCHbKDUykzb9P5REuY375GwgQQG,0.009,2.74,2.451,-2.731,-0.997
9068,7EoYgtgXzK7Kh6P7rWwqSFg6Gu8QLBALTkWBJA62unij,0.003,3.08,2.449,-3.077,-0.999
37,Ho2oRHpPuDBdshS2SyjuJMUJnHPB5xL6CqfP5ooMyzcF,0.002,5.53,2.447,-5.528,-1.0
12386,HZJyrD4eqM4nKnyRh2JAs1sC2TaJxFhNPixBdK7PLMuS,0.089,28.0,2.446,-27.911,-0.997
4642,GCbac393mcnYgqtvH8FFQz1RhtGNHai3ZRLMUn2BteMX,20.602,23.0,2.445,-2.398,-0.104
1773,i1cmo3sAp25BAZdBgMauh11tnvJCXiHhtMqyU6J8UB4,0.823,3.0,2.445,-2.177,-0.726
3882,6GmyiFK8Qci3iBAW1vY5a7KL4nUABktv9CUuezWVrauU,1167.555,1170.0,2.445,-2.445,-0.002
8695,5ZG6SZG6oXuzRbuS64z7HbT2t5KqVVpqJLZJSoqnXXKB,20.777,23.2,2.444,-2.423,-0.104
7017,ApkN6LoGb6BHfNPoGZzS54umfjHoDvkoM9e9DSd7G62c,0.006,2.4,2.444,-2.394,-0.998
12355,F677GBgh3ikzfVf9jDB5KdKARnicx35wjDLEZAjER7z2,0.009,2.55,2.444,-2.541,-0.996
646,AZB7oGqUMjtuXan7hhZuMEzHiMsfNeX66CvpsFv6zTzf,0.008,-61.49,2.443,61.498,inf
6724,3bDsXnK3SmD1sHd4tKKTDMrLKTA6qPCaQTLbDuy79gs4,0.005,2.46,2.442,-2.455,-0.998
3730,8VT2nxz5ZYDJFd9uL2XZwEXxChd9pjuMJNMAcutZubL1,0.0,2.38,2.442,-2.38,-1.0
11691,8TR5iBThBdZZiCcQip9Rz7FkFE3oCTag4nKK37YiyLYr,0.007,2.32,2.442,-2.313,-0.997
8042,4m4ZwMMU9FZPZTZX51UGSvVn69rCNMjuSCL1DMzQLNkE,0.004,2.47,2.442,-2.466,-0.998
3698,HukFwJRwbT4R5P1YBDg61HphUfBHLiiawpvwf7C8VYzR,31.595,1222.0,2.441,-1190.405,-0.974
12570,71v9zUJUko4hnP9Taadbuw9cwq2Pb986eMqRFeHSW4LH,21.644,27.0,2.441,-5.356,-0.198
8707,7f9TE7GqXHaQPRfC2qjASdDXyoDgeimPtvAxUi36uupJ,21.427,28.0,2.44,-6.573,-0.235
6142,3vh8kCnb8sL3uvCELRoASWf7uxJLz3uNJ5baCxaf5x8p,0.0,24.0,2.438,-24.0,-1.0
6179,9LALbB5Fz4D75m41xyJR8o9AiUbiwpDTWaPc2tsCtzCN,9.312,67.65,2.438,-58.338,-0.862
8019,JBQwztKBVDhkXYpeowUEPUcPS3n6uGaaXe5Nw3LcDkje,0.058,3.3,2.437,-3.242,-0.982
151,DSJXhdQFbYAWnVi6cZa1WutHT5uYtb2GDmzFQ8hGqonL,0.002,98.05,2.435,-98.048,-1.0
12385,CJQEJch4p13DCt1qdR4Kj8xkNMrMgq1oTUoQfbjcq1XC,0.006,3.0,2.433,-2.994,-0.998
9424,2hG7ixoRzCCYKgJ9cn1DUNrtk3wr2Yw4EwdNSz6r5DRK,0.006,110.44,2.433,-110.434,-1.0
8765,8h2MMwd1TTuib5vhGnfPHraXES8kTwK4odpshkwahJeo,0.006,0.91,2.431,-0.904,-0.993
11196,9AygFkr6B6ULfKYVAou5ZC3AkoW9U75fX31NQF4VDHqr,0.001,-0.46,2.43,0.461,inf
1101,Dee3WCLUzTRJyWoMfyC9A9spfwtGfJ79nPQ9mASMqD77,0.009,2.28,2.43,-2.271,-0.996
3020,BLJgLzizx2yLgd12pVBAHTMqn9J5JA3JHCF8PnLnPyUk,0.082,301.81,2.43,-301.728,-1.0
8213,Af4udhKwPugxReopcTZgWc7RU5J3CDibJf12f6iefvdL,0.008,2.25,2.429,-2.242,-0.996
5159,AxZhEd6e8WqmEs2WNyJX5ACtwVGPG3XmDcCsenMoi7qb,0.003,93.21,2.428,-93.207,-1.0
2598,HWBEpS1fvYwUfesPWmm8cgzvHD2ZQSNzz1uT7V22CcSr,268.44,230.0,2.428,38.44,0.167
7967,S3HGZMErpMgbVWdr4Ex3QadXHbRMgusYeRuEnGfK9yP,0.007,2.7,2.426,-2.693,-0.997
4088,AwT3pH9dHjECDnuUiazbD6tZxZHdNwgJ4vBMmxLHMiLo,19.474,522.83,2.424,-503.356,-0.963
7172,CxQ4CV5aLiLE4KHbPN3qRrpW87gBgX1V7a58MjCnyi3y,0.0,27.0,2.423,-27.0,-1.0
9062,7qvHts9ccwPGxCDbqs8vFZdZbEvjwqreQae1VLwkugCM,0.009,112.44,2.421,-112.431,-1.0
8791,8djD77wbxqJCCesESU7EgPJsk4tq7KGDi5EQgXon6H49,0.0,100.0,2.417,-100.0,-1.0
1564,6gKhzA39EuywkorsL9TX3qDCpomDTXYXRPTv18RxPupj,0.005,4.88,2.417,-4.875,-0.999
12742,AR2HSm7VLAWBqC4gBDvo4g78e8Bs8wu1s5kH7q9NRqdA,0.007,-13.23,2.415,13.237,inf
12950,FtzGPgXrisKvpeuztTfsaHwFNm4JKdMBCB9oNCLrCorS,0.002,2.95,2.414,-2.948,-0.999
11949,4v8iX16VKsAbWAKXhH43Dtzru9KtVEtZVE5VxDjed2Cm,0.005,1.24,2.414,-1.235,-0.996
10084,BmfX5AtRYRTb4ttLgWJDBXahNUbDwjgE67ucKxjHD9Jm,0.001,1.82,2.414,-1.819,-0.999
11388,7qPjdhdDUXZQCoMtDz39iv7T6UwbcETBPJqawrrquipw,0.042,0.6,2.412,-0.558,-0.93
5156,7gC85AKnw3PXPyHesAuuQmQyuZUPXLg8MjQ1o1Rs46HV,0.002,0.68,2.409,-0.678,-0.997
6755,HK95sLAFJPNY9e3MaZUhcQDc64HYbrnQ9Ti7UYEKbUtq,21.728,26.0,2.407,-4.272,-0.164
7515,Crt7K1Dn82y97fNXo2739ZymJUKBQAGEY8yyatEpsbtD,0.003,2.54,2.406,-2.537,-0.999
3510,AYwKyxnVgYMMjHDhzYi8DnF1xWMW2iv82dtMPfomkQxk,0.005,2.41,2.406,-2.405,-0.998
1830,BcBcem3mk9nQYw8KLXoWACvPbeBfPdaxZKiNyUwjmLf1,0.008,1.87,2.402,-1.862,-0.996
11356,9MKCJPZ3beCgkToKtMVWSVZjSJCvscPV9d4tW1og3Zph,0.004,1.2,2.401,-1.196,-0.997
9602,A2EDHnbegPF9zU5QVPVM2DZMYqJRE83UWnrUH7etf82c,0.0,2.4,2.4,-2.4,-1.0
2907,F1JT1p2VuwK4L7zj7NNnZtYiZiNUCcTGKDkgdoX3BZdZ,0.0,2.36,2.4,-2.36,-1.0
12672,67suZHVnwrthLbYPbuNV7P1RVBQ8MTPXy95T9q5TZ966,0.034,1.6,2.4,-1.566,-0.979
770,2W9aaRDunzWfjb5YGgg9n7NuVAkWxtKz87xkzxTEmqw5,0.0,2.07,2.4,-2.07,-1.0
461,A4xNnRqCQN3WroBApuKY7pCGP3VTu3kNH4Sy8XfMoNj8,0.005,2.54,2.399,-2.535,-0.998
10191,5scg9R5KUQ9C7YbmbPCJzrDT1iutbn94uX155Pq2CmNm,0.004,2.63,2.395,-2.626,-0.998
11647,3SYQn32YG7XowiCzXKuXqnqBWtFvQDp3WeK36eE8rTEi,0.005,3.06,2.394,-3.055,-0.998
2187,8P541zjwamFUUJ9QLcdCQsGMLSEHXiXwdDmHEkiv8snb,0.001,2.44,2.392,-2.439,-1.0
4433,8abFwhhZyq3xkvjp4NWDBt7qAPXBbzBxksUk8SAUeVkN,0.73,13.0,2.39,-12.27,-0.944
8420,6kij4aeiv8hSrkfDqFXnngaDVftMQNtwnQHAw8SxfYd9,207.122,200.0,2.389,7.122,0.036
1701,21d6hupDZ3qx3HrkXizupZdC7YpFk2GCmFU3z4mQY98N,0.001,3.02,2.389,-3.019,-1.0
515,J2AjiaUpnExv2qFig9MjATeHQEQme3E86ZWoaybbsN8t,0.008,0.17,2.387,-0.162,-0.953
11909,HxzHKESpE5KVZNiaCPt2FQCM1FFt7MF9CMkUCTLYLfSG,0.008,1.89,2.383,-1.882,-0.996
5714,H6VU3JT1uz5TYvmuA6t5B39RHPTJKuh4279ZwbJa5dPP,0.001,1.37,2.381,-1.369,-0.999
9409,DyH9rkp9kWwyEVuLHyaKjeWU1Ce7rp4JYD44thDHZmGx,1.812,4.26,2.381,-2.448,-0.575
12259,8ZFotpnWn8vEzEPTJK4p9bQg6f6od2koKbXH5sBmhHrC,0.006,2.38,2.38,-2.374,-0.997
10370,FkyPw3oShuXPXZA4pX13nwWk2BYy6tnL1i1nev2LXoAV,0.033,2.8,2.379,-2.767,-0.988
13232,CvMxoiJR4itoz7KvhGCeNoQ3StY5sPZZcXeVaqNMf85o,0.003,1.1,2.377,-1.097,-0.997
3996,JE6YNDmKQsxj4zsURyr1eh5cJjNCR2CvLmawufXWMCKx,14.853,24.0,2.376,-9.147,-0.381
12515,46G9DYHmSgEn1trbRx4Szqfpd6em5akuVcsr6XsVzKCc,0.008,29.53,2.375,-29.522,-1.0
961,3LYRFEsfNkQXdq748LR57Uyc6J5UseTs4W8Du4jRsEHi,0.076,0.9,2.375,-0.824,-0.916
